"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"395","2017092404_2878",49.36,44.54,61.45,45.55,46.01,45.67,53.04,47.56,44.67,43.4,46.4,3.48,20.52,37.75,40.89,21.19,40.47,41.85,8.85,41.79,31.12,39.64,25.8,15.44,26.59,19.21,40.21,41.65,11.8,37.48,23.63,31.1,34.4,36.12,30.88,22.12,25.05,34.03,38.12,17.63,36.48,29.24,27.86,38.84
"396","2017092404_2612",45.11,40.64,42.08,59.52,41.64,43.55,49.93,42.57,41.49,39.27,43.23,6.5,20.12,20.22,36.22,38.27,36.72,39.32,12.94,38.05,37.68,36.37,24.17,15.43,42.29,25.97,18.71,37.48,14.89,33.79,21.14,28.76,31.31,29.99,26.66,28.1,21.5,21.16,32.52,16.52,30.56,29.99,24.81,35.51
"397","2017092404_2304",61.9,74.65,64.61,66.43,71.93,75.5,76.99,73.56,77.33,75.23,76.02,76.13,78.27,99.41,79.36,116.43,100.45,79.63,81.81,79.51,105.03,98.53,23.81,13.56,47.29,8.84,37.24,21.34,26.25,33.7,18.25,9.39,41.41,22.66,11.45,31.13,19.97,22.45,32.09,29.46,18,37.69,21.39,27.87
"398","2017092404_1937",59.73,74.15,63.45,66.88,71.06,75.64,76.28,72.45,76.86,74.07,74.11,79.85,78,99.27,80.33,119.74,103.44,81.32,80.81,78.74,105.02,98.83,27.05,13.88,46.13,8.6,36.5,22.86,26.71,34.39,19.74,9.96,40.38,30.89,12.63,30.21,22.4,27.36,30.38,33.67,19.46,37.97,21.28,28.25
"399","2017092404_1725",44.7,40.87,58.96,43.23,44.2,41.25,51.17,41.96,40.67,41.1,44.86,4.68,20.38,20.78,35.66,39.64,36.96,39.08,9.53,38.47,34.36,35.24,24,15.08,24.53,18.38,37.08,38.99,14.01,34.4,28.87,20.72,33.19,25.88,24.34,27.38,20.14,20.53,32.43,16.58,28.89,30.27,24.62,33.88
"400","2017092404_1668",48.24,46.07,61.35,48.22,47.21,47.11,52.68,45.77,45.88,44.15,46.79,3.23,20.48,20.73,38.32,42.22,39.72,40.88,9.47,42.41,29.84,39.39,25.25,14.83,25.06,17.58,38.57,41.44,11.88,36.58,20.49,30.47,34.15,33.21,29.39,32.04,20.69,20.81,32.49,16.22,33.63,31.89,29.6,35.72
"401","2017092404_1421",62.87,75.65,65.95,69.07,73.81,77.45,77.83,75.15,78.53,75.05,78.06,82.51,80.59,99.14,79.83,116.4,104.46,81.94,82.81,81.69,101.4,100.15,23.61,14.99,45.87,9.29,35.93,21.21,26.38,31.64,17.71,8.61,39.93,26.79,12.58,22.8,18.85,24.34,28.51,32.01,17.05,35.86,17.78,19.05
"402","2017092404_1141",45.38,42.33,60.64,43.3,44.18,44.93,47.57,43.06,43.9,43.66,40.32,7.76,20.43,20.33,39.06,39.92,37.8,38.21,12.35,41.14,32.79,37.53,20.31,15.12,19.47,28.71,16.68,34.55,37.57,10.78,31.75,19.08,26.31,20.33,21.63,24.36,16.6,20.31,29.79,14.03,24.08,23.59,20.4,32.51
"403","2017092403_44",46.55,48.52,63.03,47.44,54.38,46.34,48.09,48.98,45.86,47.04,56.42,41.14,37.22,41.05,40.69,41.83,24.1,43.43,10.84,20.25,17.39,5.9,31.79,21.79,28.75,27.67,38.88,15.12,38.04,40.47,25.29,44.23,32.87,37.31,34.83,25.59,40.4,30.99,38.23,29.35,35.8,26.19,33.86,39.65
"404","2017092403_4209",43.52,50.99,45.29,42.85,45.46,44.03,56.6,45.01,41.95,43.89,48.58,40.86,25.62,17.11,20.09,38.54,39.66,41.69,40.82,40.58,25.36,39.28,45.87,17.62,14.62,26.85,32.11,23.47,31.74,36.38,38.26,34.36,45.41,44.93,36.07,40.81,40.65,33.2,25.14,32.03,38.51,17.24,33.77,32.22
"405","2017092403_392",44.32,44.65,62.46,42.23,50.84,40.87,44.95,45.19,42.45,44.81,46.43,41.64,36.76,37.59,40.4,38.92,27.66,40.43,7.49,19.91,20.44,11.54,23.92,12.37,22.38,18.52,26.71,8.77,28.03,31.8,15.9,35.24,15.11,24.87,28.47,14.64,30.6,25.05,26.44,16.87,16.55,15.01,17.52,20.31
"406","2017092403_3509",77.15,69.99,75.19,76.85,76.04,75.27,60.45,73.56,76.53,73.6,70.65,79.3,97.81,114.38,108.25,80.12,80.15,80.65,78.38,77.84,103.57,83.4,13.26,47.94,47.67,38.75,33.58,42.44,32.89,26.26,21.14,29.13,12.97,14.23,32.09,42.19,35.33,29.15,39.05,36.37,22.53,41.7,29.57,28.56
"407","2017092403_2164",40.59,48.96,43.64,41.42,44.74,43.16,56.17,42.91,41.05,43.55,45.69,37.47,20.59,10.81,16.2,37.2,38.85,40.64,37.89,40.01,20.73,38.95,42.18,14.02,11.99,22.6,27.22,18.33,29.18,33.94,36.54,31.47,44,41.11,31.33,31.52,31.72,31.46,20.48,29.2,36.47,13.72,29.34,28.15
"408","2017092403_1827",71.98,68.59,56.59,70.56,64.41,71.59,69.51,68.94,70.14,70.28,66.17,75.94,81.12,78.85,77.85,95.32,72.48,114.09,98.78,71.59,99.46,112.44,22.63,36.78,26.42,31.98,19.28,43.06,19.29,14.64,26.05,10.44,34.15,21.87,31.41,35.56,19.5,35.41,26.72,28.95,19.19,25.29,22.94,26.81
"409","2017092403_1535",43.27,47.92,44.63,43.19,45.25,44.32,55.51,45.04,43.41,44.64,48.68,40.35,20.44,6.2,13.15,38.12,39.11,39.49,38.3,45.8,19.56,36.89,40.15,8.53,9.67,16.41,22.04,13.87,28.46,26.74,32.43,25.07,40.66,35.65,23.76,16.24,20.55,28.4,17.49,21.83,29.29,20.51,22.03,23.37
"410","2017092402_729",44.01,41.31,38.61,43.56,41.45,56.29,43.3,42.48,38.71,37.48,42.64,34.58,31.07,34.84,18.87,31.21,11.35,33.92,18.95,5.37,18.82,34.79,28.32,40.23,39.81,41.85,18.6,35.57,45.7,15.36,45.5,28.65,25.24,38.78,38.76,43.61,33.82,28.9,34.16,37.29,35.34,40.36,37.36,23.97
"411","2017092402_3217",78.1,76.99,80.3,75.42,79.82,68.23,71.9,78.77,78.22,80.69,79.56,85.82,87.64,73.94,96.82,89.12,102.83,87.11,96.12,108.16,95.85,85.49,33.42,27.17,30.17,23.45,44.16,30.21,19.14,41.54,19.23,34.45,38.82,32.52,31.3,24.93,35.74,37.72,30.49,35.75,31.67,34.37,31.04,39.2
"412","2017092402_2784",76.41,76.46,78.98,75.07,78.61,63.3,70.84,80.83,79.22,78.04,77.88,83.48,87.31,73.15,100.87,88.43,109.72,86.4,99.98,119.27,99.38,85.3,34.57,26.82,31.44,23.38,44.28,28.71,18.84,46.28,17.56,37.41,40.36,32.25,28.95,24.51,38.29,40.2,31.24,37.59,33.16,39.07,32.15,41.48
"413","2017092402_2442",65.16,86.49,82.91,82.92,84.89,79.27,75.27,86.03,82.89,82.21,81.99,99.07,88.5,90.52,88.86,91.68,88.05,99.41,107.9,93.44,87.58,114.46,30.58,37.15,26.18,36.46,43.41,33.11,46.7,40.31,18.02,30.37,48.34,40.96,36.73,41.19,31.57,35.29,34.46,36.71,44.37,44.73,27.4,46.57
"414","2017092402_1927",42.17,41.81,39.49,42.49,42.33,59.61,44.11,45.15,38.29,39,41.81,33.61,32.08,34.37,18.39,31.4,11,33.87,18.34,1.35,19.42,34.2,29.9,34.62,37.28,39.06,20.13,36.46,43.9,16.82,43.78,24.57,24.1,35.41,38.14,37.9,29.75,27.05,30.83,33.41,31.8,37.98,34.88,23.37
"415","2017092402_1695",65.81,82.89,79.53,80.75,80.23,73.71,71.69,80.57,81.96,78.38,78.38,97.86,85.55,86.25,86,88.48,84.35,97.56,110.85,88.12,84.45,115.2,29.83,31.3,23.19,29.22,40.36,26.66,43.02,34.99,14.49,26.34,45.88,33.47,32.27,35.42,27.01,19.36,29.04,30.87,35.97,41.96,21.77,39.72
"416","2017092402_1288",72.67,72.28,75.13,68.85,73.92,61.54,68.95,75.88,75,75.36,73.57,82.02,84.56,68.32,99.85,86.02,108.14,82.43,101.8,118.85,100.39,82.34,33.5,24.63,28.69,21.5,43.09,24.37,14.3,45.35,14.54,36.36,39.03,30.26,23.18,22.69,34.51,36.95,27.41,36.12,29.72,28.43,27.97,41.16
"417","2017092401_4342",51.37,51.67,50.97,48.68,65.79,50.04,50.17,55.85,52.07,50.21,52.65,22.41,7.3,42.48,53.99,41.27,42.97,42.78,20.47,38.31,20.35,44.39,44.42,46.56,14.03,30.54,30.82,32.92,35.77,11.73,25.65,40.3,18.23,28.45,29.7,36.41,20.95,31.93,39.94,34.57,34.34,33.74,30.28,24.83
"418","2017092401_3646",44.17,45.64,42.27,41.4,46.4,63.1,42.34,43.62,45.77,44.95,43.25,20.37,10.9,38.11,52.33,37.25,38.29,39.07,19.75,36.53,31.07,38.96,38.22,40.48,10.87,16.97,19.91,24.69,25.09,27.75,9.51,21.71,32.86,21.5,18.77,29.41,21.59,23.37,36.04,28.07,23.89,30.85,27.23,21.89
"419","2017092401_36",75.36,73.65,75.74,76.69,56.93,76.64,76.63,70.93,76,76.02,73.87,103.85,115.94,80.55,72,80.43,82.23,79.16,103.37,85.63,93.14,80.42,11.1,7.04,40.11,27.48,23.64,24.34,21.07,43.8,30.04,15.51,39.86,26.09,28.74,20.66,38.05,24.81,15.88,22.66,23.55,21.36,24.18,28.51
"420","2017092401_3128",77.64,76.99,78.03,80.32,56.95,79.79,78.08,72.51,77.66,78.08,77.8,101.25,117.77,81.76,67.8,83.7,83.42,81.8,103,77.25,109.89,81.33,10.26,7.62,40.79,24.32,22.19,21.71,20.52,41.96,29.36,13.94,38.87,24.77,19.67,19.09,27.05,27.91,14.54,25.35,20.03,37.2,20.91,35.37
"421","2017092401_2993",60.01,42.3,49.78,46.69,41.04,46.17,44.72,45.06,43.67,51.04,45.01,16.47,41.7,23.78,38.41,25.52,35.62,24.56,44.17,24.65,44.37,38.52,30.82,43.78,26.12,22.71,44.96,28.3,37.72,19.07,33.23,12.64,41.09,38.35,21.4,35.31,35.08,29.36,42.87,30.13,24.02,32.13,29.24,40.19
"422","2017092401_2561",62.69,52.42,46.52,50.97,50.66,44.01,47.13,46.41,48.37,45.22,45.96,12.33,40.38,18.43,36.77,21.12,35.9,21.26,37.79,20.29,41.98,35.06,30.95,12.33,44.85,25.62,22.77,47.39,28.74,38.07,21.18,34.26,40.99,37.73,20.57,36.48,34.86,28.94,43.96,29.94,25.21,35.31,28.14,39.75
"423","2017092401_2502",71.02,74.18,72.58,69.84,70.78,70.99,68.67,68.96,72.95,70.36,70.69,34.77,58.89,36.43,59.95,58.94,59.88,59.17,44.51,33.9,12.33,59.12,42.33,44.86,11.73,25.64,18.33,26.73,30.08,33.44,7.56,21.72,37.58,15.48,35.37,42.96,25.1,44.26,30.84,10.47,27.19,28.89,29.07,17.25
"424","2017092401_2019",48.13,49.11,44.91,43.84,46.57,63.48,45.06,46.43,51.43,46.27,48.22,18.36,2.24,41.09,39.19,39.43,51.27,40.87,19.36,42.86,11.23,41.33,38.25,42.16,9.38,20.55,14.56,26.88,22.65,25.85,6,17.31,31.85,17.2,13.57,27.04,12.26,18.63,27.98,25.77,25.33,30.83,18.16,20.25
"425","2017092401_1417",58.07,73.1,74.85,74.3,68.82,73.63,73.56,77.2,78.64,70.53,73.63,117.23,83.97,100.96,84.13,99.45,84.15,99.9,84.76,100.51,81.49,86.54,30.47,18.88,36.27,38.56,39.44,28.02,24.29,41.25,32.89,11.44,21.81,33.46,39.25,27.14,30.18,34.94,19.19,31.02,35.24,28.89,33.11,23.75
"426","2017092401_1265",44.99,46.74,44.79,43.4,47.22,63.62,44.07,44.29,49.97,45.61,47.2,20.11,8.79,39.98,41.05,38.75,54.36,38.97,18.62,35.35,24.86,40.85,44.27,47.67,15.75,31.22,22.49,31.75,35.13,37.72,14.58,25.35,42.14,29.86,35.84,38.27,18.11,31.46,36.56,35.13,36.63,36.8,31.98,25.7
"427","2017092400_716",78.3,78.99,78.08,65.84,77.03,72.53,76.25,76.88,77.6,79.71,82.78,72.84,80,82.84,79.11,73.29,80,119.18,99.13,81.84,85.59,98.83,33.49,19.87,13.94,22.45,27.87,24.53,17.09,35.2,16.4,29.25,12.31,26.42,32.29,25.65,18.34,25.49,14.56,10.04,14.4,26.58,14.07,15.08
"428","2017092400_409",76.07,78.06,78.28,64.12,75.33,78.64,75.6,72.82,76.72,76.79,81.29,78.47,78.64,81.34,86.52,75.67,81.3,114.72,99.94,78.05,84.86,100.05,34.69,17.81,14.28,20.95,26.68,23.73,15.61,32.75,15.8,25.99,12.32,15.69,31.19,23.33,16.05,17.02,15.75,10.4,15.08,24.6,13.6,16.25
"429","2017092400_4019",77.08,73.3,58.43,75.09,80.73,70.08,72.15,71.63,71.55,73.57,71.88,75.3,72.81,71.14,74.36,77.95,76.39,74.19,82.96,69.81,70.25,104.73,13.85,4.74,23.73,20.61,27.05,26.27,23.15,32.5,2.34,12.27,26.06,5.58,22.72,34.15,25.84,18.98,31.25,14.78,12.79,27.42,5.07,13.32
"430","2017092400_3365",46.03,51.28,50.73,59.27,45.5,42.71,46.87,46.37,43.7,45.77,45.39,45.75,38.92,35.24,37.64,47.2,42.51,21.38,0.52,40.48,40.42,21.15,7.59,37.5,32.25,25.19,11.12,20.37,26.84,3.06,17.97,28.84,36.8,26.89,7.63,6.15,29.44,26.04,31.78,19.81,9.33,14.06,35.89,16.21
"431","2017092400_2682",76.88,74.66,73.74,79.2,64.11,76.26,74.33,80.92,79.13,77.13,78.47,74.82,82.2,83.83,79.96,75.33,79.2,118.12,98.22,80.9,83.48,98.62,40.05,24.92,20.39,37.55,28.9,42.57,32.38,29.31,44.35,24.33,19.72,34.62,43.18,42.18,25.94,32.73,23.35,28.93,28.89,34.5,20.19,30.03
"432","2017092400_2285",38.18,37.47,60.7,38.16,35.84,40.24,36.43,38.96,36.31,42.07,36.83,17.6,33.83,35.41,16.38,28.29,33.57,0.74,16.85,33.8,39.69,38.14,31.25,36.96,30.16,29.41,14.19,20.9,27.6,11.92,40.66,36.21,21.88,35,21.67,34.75,26.95,24.1,18.91,28.06,26,26.93,35.02,36.44
"433","2017092400_2036",38.13,43.47,42.59,53.78,39.56,43.02,36.58,39.94,38.05,40.1,36.35,44.36,35.62,38.85,40.22,43.05,38.1,-0.2,23.04,36.43,34.44,22.25,8.53,34.65,29.83,24.27,12.81,14.54,24.62,6.36,18.05,26.11,33,15.44,8.76,12.06,24.97,17.58,28.19,22.91,21.16,19.04,30.54,20.06
"434","2017092100_778",48.12,59.22,41.21,50.94,46.47,45.89,43.54,44.15,45.04,45.63,43.87,38.43,21.78,38.59,21.98,31.76,38.16,14.9,39.76,38.76,9.67,39.31,8.5,22.08,24.01,38.26,34.2,29.86,5.32,27.4,16.03,12.22,18.25,27.74,15.82,32.84,19.54,19.82,12.95,15.61,23.69,9.72,16.5,18.74
"435","2017092100_4446",58.02,48.28,57.4,55.21,56.02,57.17,52.43,57.47,53.6,55.73,49.07,58.32,65.72,55.36,56.05,56.57,58.59,56.57,56.95,87.59,59.09,61.65,11.98,28.91,31.36,9.26,0.41,13.23,32.2,7.72,32.3,5.96,22.05,33.48,29.6,11.74,8.62,0.81,24.12,13.69,28.47,17.61,12.16,8.4
"436","2017092100_4118",81.67,78.84,77.57,79.23,64.86,82.89,80.53,79.56,79.46,81.67,76.77,80.87,81.01,86.34,91.17,113.42,82.62,100.46,88.5,82.75,100.55,85.53,20.66,36.17,4.65,15.91,21.03,7.6,30.91,11.88,39.48,27.67,23.39,12.48,10.95,14.58,22.18,20.7,21.01,17.99,25.84,19.42,16.88,28.14
"437","2017092100_3780",60.73,50.86,51.61,47.77,46.83,47.05,47.97,48.01,49.19,49.26,46.72,42.39,21.82,41.44,39.9,40.81,13.41,40.63,22.4,42.16,11.03,41.99,28.88,11.83,41.41,15.78,30.78,21.1,45.41,34.15,23.15,39.89,24.51,36.61,33.43,39.97,33.41,19.78,27.85,29.16,30.93,16.07,28.67,24.38
"438","2017092100_36",36.56,41.54,57.02,27.88,37.3,30.59,34.33,32.06,35.44,33.64,31.09,30.97,19.31,27.14,20.12,26.98,34.37,13.5,31.33,36.28,8.99,34.78,46.86,16.73,35.3,47.34,21.3,31.95,21.23,36.89,26.68,41.15,29.88,38.46,39.56,43.74,40.48,32.93,21.94,47.07,35.7,16.98,49.43,27.55
"439","2017092100_2302",39.7,40.19,45.8,42.36,59.23,40.26,38.59,36.82,41.18,40.66,44.01,25.9,36.14,33.48,19.48,28.86,6.3,37.58,20.51,30.36,37.59,34.77,31.78,17.63,43.54,40.15,33.45,49.4,21.06,37.68,14.67,25.16,28.88,44.35,42.71,38.59,36.05,31.94,32.85,31.65,35.57,29.07,33.95,23.5
"440","2017092100_1836",41.94,43.96,49.21,44.44,64.32,41.44,43.22,39.94,43.69,41.78,44.39,25.74,35.85,34.43,18.25,30.21,2.2,38.2,18.84,32.16,38.02,35.11,33.08,17.11,45.94,37.03,34.99,45.93,21.02,40.56,12.83,26.31,23.02,41.51,43.77,40.03,37.42,30.47,35.91,33.68,36.61,28.18,35.98,24.09
"441","2017092100_1484",43.19,45.09,49.53,45.79,65.24,42.06,44.9,42.86,46.72,45.02,46.23,25.47,37.5,34.97,18.49,26.67,6.08,39.76,19.56,33.51,39.35,35.96,32.17,15.09,45.53,37.78,34.22,44.41,20.5,39.33,12.88,26.25,22.8,41.74,40.12,40.03,38.31,29.98,37.9,31.68,37.23,27.62,33.84,21.76
"442","2017092100_110",46.76,57.09,35.51,42.97,42.71,38.17,40.03,39.93,42.08,40.11,39.94,38.62,22.28,35.06,21.98,38.07,37.34,15.41,37.1,39.04,10.45,38.63,13.98,32.88,42.36,42.28,20.11,33.17,21.2,34.53,26.88,40.47,30.39,37,35.67,37.29,36.53,35.42,21.96,38.21,30.89,19.29,39.9,27.99
"443","2017091800_578",37.58,54.62,41.69,46.71,48.09,38.32,35.36,37.83,35.86,38.55,41.5,0.61,9.49,34.91,22.1,37.41,35.91,20.82,32.34,35.96,37.79,35.37,8.7,21.71,12.74,39.9,7.98,20.06,33.04,16.1,25.11,29.06,37.42,17.71,18.85,23.21,20.77,32.99,13.38,17.02,30.67,19.96,10.84,16.01
"444","2017091800_35",78.83,79.09,79.7,75.54,76.34,80.67,73.57,81.18,80.54,77.38,65.25,83.92,93.6,83.1,94.07,81.42,99.91,81.99,83.9,84.01,93.87,105.58,12.35,18.64,22.14,31.04,8.89,26.74,35.58,24.12,37.64,14.56,24.13,14.57,20.37,18.05,21.06,27.42,23.13,31.18,20.96,34.38,24.55,18.72
"445","2017091800_2786",38.37,39.75,57.6,43.39,41.27,49.09,48.99,38.67,42.03,41.15,42.83,4.72,9.27,21.12,40.5,37.2,20.21,33.87,38.1,36.18,38.05,35.69,26.68,19.13,23.87,13.42,29.1,40.65,9.76,16.44,9.18,24.28,35.95,26.86,29.19,23.4,30.8,13.74,21.32,25.37,23.89,20.43,11.77,16.03
"446","2017091800_2295",46.7,46.34,49.64,54.55,44.54,49.09,44.09,44.67,48.14,61.23,48.1,39.68,25.33,39.17,4.92,25.28,36.86,37.83,37.92,37.38,25.45,12.17,33.83,25.44,12.71,35.01,17.01,5.29,21.73,10.38,33.23,22.86,31.96,33.55,27.48,29.89,13.21,22.48,19.86,17.55,27.72,13.71,21.75,20.15
"447","2017091800_1797",83.33,63.3,80.06,81.12,74.07,75.68,82.9,83.47,83,81.47,80.37,115.35,109.94,85.36,99.25,84.25,85.32,99.46,88.32,85.94,83.57,87.26,26.69,33.06,40.47,24.48,13.68,44.22,35.11,39,44.82,29.92,18.6,33.49,30.41,27.51,31.5,20.36,42.08,34.42,25.97,36.82,43.13,39.44
"448","2017091800_1731",80.37,64.5,77.59,70.25,74.49,79.06,80.47,81.11,81.26,76.77,77.13,104.86,99.58,82.15,95.16,79.84,82.98,96.08,86.16,82.43,80.23,83.79,29.72,36.3,41.93,16.14,45.86,36.91,32.68,40.34,45.75,26.8,20.22,38.62,33.52,33.09,35.33,24.25,41.61,37.1,29.39,37.43,43.44,39.78
"449","2017091800_1176",79.47,61.42,76,70.47,71.93,77.95,80.08,78.19,79.29,76.53,75.27,113.8,106.13,82.02,97.84,82.14,82.89,99,85.12,81.09,80.86,83.35,27.27,35.04,41.8,14.7,45.45,36.63,30.48,39.76,44.93,24,16.84,38.13,32.34,31.33,34.11,19.98,38.78,37.25,26.24,36.16,43.12,40.02
"450","2017091713_37",61.88,77.55,76.38,74.8,77.25,78.93,74.72,80.93,74.54,79.68,78.62,110.61,98.5,98.93,84.33,82.03,80.63,105.61,82.22,90.26,84.25,81.72,19.54,32.12,28.09,27.06,12.38,15.59,30.11,19.14,12.42,22.24,4.42,11.06,15,16.84,25.92,20.71,30.7,10.68,18.76,19.65,11.45,15.73
"451","2017091713_3573",58.58,74.91,73.15,70.6,73.1,73.15,71.46,75.24,74.24,76.28,71.69,104.08,83.34,81.08,78.07,76.25,77.94,78.17,83.28,73.58,76.95,76.43,20.66,36.73,28.37,24.12,8.76,11.54,31.39,3.47,12.8,18.18,5.41,12.42,28.72,7.9,7.94,38.76,20.23,24.47,14.66,10.75,17.02,5.72
"452","2017091713_3202",57.73,75.83,73.56,72.55,74.52,74.75,71.32,75.74,76.53,76.56,74.33,111.18,84.57,86.3,79.36,79.75,78.83,77.59,86.06,78.6,80.29,80.11,22.27,35.7,29.96,26.96,11.98,13.64,33.9,3.84,18.07,23.58,5.87,15.88,33.58,8.83,11.29,25.08,29.27,34.49,21,14.8,17.71,6.22
"453","2017091713_2798",64.03,73.77,64.12,67.45,72.11,74.92,77.15,75.58,76.62,73.73,77.78,93.19,112.82,80.22,82.37,95.71,80.91,93.66,81.46,68.71,93.26,80.48,17.62,10.84,44.75,6.54,33.6,27.66,23.57,14.94,8.5,36.4,19.92,16.49,13.21,20.72,17.49,33.1,35.96,24.92,39.51,16.26,23.8,24.02
"454","2017091713_2555",60.47,44.26,44.72,46.65,44.01,43.66,46.34,42.3,41.41,42.35,45.98,5.49,20.43,20.59,38.08,39.4,39.32,10.05,39.29,21.93,36.77,37.7,31.91,19.26,23.06,24.73,40.89,38.87,20.94,47.56,33.11,29.31,44.96,37.64,33.66,35.49,25.33,27.47,19.46,40.05,33.34,37.3,43.7,37.76
"455","2017091713_2245",64.29,73.67,65.17,73.36,75.36,75.85,74.57,60.87,76.37,74.16,77.14,94.5,115.35,79.88,82.57,96.63,80.41,94.5,81.21,67.07,93.95,80.34,18.67,11.35,8.83,33.39,28.38,24.96,16.35,40.56,8.18,36.9,20.46,16.1,16.34,22.76,17.31,32.53,35.19,25.75,39.03,17.36,24.19,24.97
"456","2017091713_1491",65.13,75.98,64.38,69.06,73.1,76.14,77.37,76.43,75.93,73.18,77.37,94.3,115.01,81.68,82,95.58,79.54,94.04,79.28,81.14,93.91,81.57,20.17,12.14,43.82,8.13,35.09,30.99,23.4,16.31,9.14,39.54,20.69,16.86,16.89,24.55,17.5,34.11,38.98,26.81,13.48,37.49,25.73,25.09
"457","2017091713_1116",58.42,68.81,60.64,63.74,67.01,69.8,67.51,68.48,69.15,67.73,69.55,92.43,115.04,77.16,92.43,77.89,94.44,71.96,75.23,77.31,94.24,78.56,24.18,14.24,45.58,6.94,36.48,26.15,31.84,17.08,9.04,40.97,20.93,17.72,29.08,23.08,36.57,35.5,28.61,16.51,41.95,19.33,26.9,28.2
"458","2017091712_951",71.64,76.44,62.69,81.22,75.04,76.77,80.02,77.8,79.48,77.84,80.27,84.64,100.69,84.06,100.63,82.07,88.33,82.38,106.33,81.56,83.91,112.03,34.35,31.17,21.43,38.7,9.37,35.14,27.3,14.12,11.25,18.8,23.58,19.29,25.29,14.18,23.89,29.85,26.44,35.08,23.51,20.8,38.83,24.15
"459","2017091712_468",72.5,75.38,62.51,80.93,75.66,74.62,78.67,78.24,78.3,79.05,80.46,84.02,102.57,84.48,102.21,81.02,81.72,79.97,110.68,82.36,82.72,116.98,36.82,32.29,20.12,37.83,8.24,32.67,27.56,12.58,19.61,25.91,8.21,20.81,29.32,15.41,27.46,32.28,26.84,34.13,26.76,24.28,38.03,26.83
"460","2017091712_3785",73.92,74.98,60.91,73.14,74.59,79.8,76.31,78.3,77.18,77.29,77.07,82.73,97.98,82.16,97.43,81.39,85.51,81.41,102.55,80.94,81.91,108.74,47.08,39.42,31.31,17.35,42.51,35.92,21.47,19.48,26.38,30.38,47.37,25.39,40.22,22.48,37.4,34.9,33.61,40.82,38.44,27.35,45.15,40.96
"461","2017091712_3469",40.52,40.9,39.19,47.53,43.24,61.94,38.14,39.67,38.02,41.02,38.7,30.97,34.99,31.87,9.47,20.08,36.84,26.71,31.77,32.74,20.38,38.12,25.25,3.81,16.53,38.89,26.69,29.74,40.1,14.94,34.27,10.36,20.85,21.25,27.54,25.73,11.17,20.07,31.36,17.67,18.27,13.76,20.85,38.24
"462","2017091712_2215",47.06,44.51,56.94,46.13,44.31,41.6,43.05,40.31,42.26,41.82,39.56,37,27.73,36.66,27.53,39.61,35.06,38.84,21.83,38.83,36.06,16.99,9.67,15.55,22.01,35.29,11.86,18.29,29.79,33.47,27.58,24.62,7.57,28.79,20.69,31.59,22.1,19.95,18.97,14.48,20.31,27.12,12.47,18.73
"463","2017091712_2155",79.94,77.95,79.61,76.3,60,83.27,68.81,77.99,82.7,78.24,80.7,86.8,88.93,84.86,114.08,99.49,87.5,89.91,85.55,81.63,101.01,82.05,20.42,39.48,33.67,15.88,18.33,9.84,12.61,25.59,13.65,41.7,29.02,25.39,13.86,17.56,6.89,15.63,11.56,30.41,28.96,35.78,12.18,9.26
"464","2017091712_1852",78.91,78.23,78.46,72.58,76.19,59.78,81.42,75.56,80.03,77.07,78.86,87.07,85.45,84.89,118.83,95.9,83.43,85.99,85.67,85.27,98.16,81.36,21.7,37.69,31.68,9.96,18.24,21.56,13.06,27.06,16.33,40.12,27.9,25.59,17.06,19.2,18.56,20.29,14.55,21.35,27.67,31.37,19.23,11.94
"465","2017091711_966",44.65,45.7,57.43,53.8,48.13,48.28,48.47,42.87,45.03,41.8,45.22,32,19.78,35.61,36.9,18.72,4.65,39.53,18.16,34.81,39.22,37.99,18.95,14.05,31.78,34.58,19.65,8.34,28.21,36.16,32.28,28.66,12.44,21.71,9.94,25.65,30.05,17.77,17.22,17.24,14.67,15.42,20.03,12.77
"466","2017091711_564",78.03,77.14,63.23,70.65,74.22,74.36,77.38,79.93,79.89,80.39,79.76,89.7,91.79,87.4,85.55,98.48,108.69,82.24,97.64,88.38,83.58,86.42,24.78,30.41,19.16,12.82,23.65,39.17,16.83,11.01,13.55,17.74,33.96,12.39,17.21,14.05,9.62,15.5,23.59,20.47,17.37,25.21,17.24,28.95
"467","2017091711_3951",70.87,70.88,62.73,61.75,69.04,68.51,72,72.94,70.13,71.96,73.64,87.6,88.04,82.81,97.1,108.14,78.98,93.34,84.09,82.16,79.01,80.56,35.79,40.14,28.47,19.19,34.09,27.1,28.42,17.7,43.53,21.01,43.19,38.79,35.7,28.12,33.02,39.76,35.38,41.67,38.04,20.59,31.72,42.51
